0  0
0.0031831  0.0306701
0.0063662  0.0599865
0.0095493  0.0929706
0.0127324  0.121661
0.0159155  0.155533
0.0190986  0.183663
0.0222817  0.218241
0.0254648  0.245859
0.0286479  0.281066
0.031831  0.308204
0.0350141  0.344
0.0381972  0.370678
0.0413803  0.407044
0.0445634  0.433272
0.0477465  0.470201
0.0509296  0.495986
0.0541127  0.533479
0.0572958  0.558821
0.0604789  0.596886
0.063662  0.62178
0.0668451  0.660429
0.0700282  0.684869
0.0732113  0.724121
0.0763944  0.748094
0.0795775  0.787971
0.0827606  0.811463
0.0859437  0.851992
0.0891268  0.874982
0.0923099  0.916197
0.095493  0.938661
0.0986761  0.980598
0.101859  1.00251
0.105042  1.04521
0.108225  1.06653
0.111408  1.11005
0.114592  1.13074
0.117775  1.17513
0.120958  1.19514
0.124141  1.24048
0.127324  1.25975
0.130507  1.30612
0.13369  1.32458
0.136873  1.37206
0.140056  1.38962
0.143239  1.43834
0.146423  1.45491
0.149606  1.50499
0.152789  1.52044
0.155972  1.57206
0.159155  1.58622
0.162338  1.63959
0.165521  1.65227
0.168704  1.70764
0.171887  1.7186
0.17507  1.77632
0.178254  1.78522
0.181437  1.84575
0.18462  1.85214
0.187803  1.91611
0.190986  1.91938
0.194169  1.98773
0.197352  1.98693
0.200535  2.06116
0.203718  2.05483
0.206901  2.13755
0.210085  2.12307
0.213268  2.21978
0.216451  2.19168
0.219634  2.31904
0.222817  2.26066
0.226  2.81483
0.229183  2.33003
0.232366  2.35361
0.235549  2.3998
0.238732  2.42319
0.241916  2.46999
0.245099  2.49318
0.248282  2.54061
0.251465  2.56358
0.254648  2.61168
0.257831  2.63442
0.261014  2.68321
0.264197  2.70571
0.26738  2.75521
0.270563  2.77745
0.273747  2.82771
0.27693  2.84967
0.280113  2.90071
0.283296  2.92237
0.286479  2.97425
0.289662  2.99558
0.292845  3.04833
0.296028  3.0693
0.299211  3.12297
0.302394  3.14356
0.305577  3.1982
0.308761  3.21836
0.311944  3.27403
0.315127  3.29373
0.31831  3.3505
0.321493  3.36968
0.324676  3.42761
0.327859  3.44623
0.331042  3.5054
0.334225  3.52339
0.337408  3.58389
0.340592  3.60118
0.343775  3.66312
0.346958  3.67963
0.350141  3.74312
0.353324  3.75874
0.356507  3.82392
0.35969  3.83853
0.362873  3.90556
0.366056  3.91904
0.369239  3.9881
0.372423  4.00027
0.375606  4.07158
0.378789  4.08224
0.381972  4.15609
0.385155  4.16498
0.388338  4.2417
0.391521  4.24851
0.394704  4.32852
0.397887  4.33286
0.40107  4.4167
0.404254  4.41803
0.407437  4.50645
0.41062  4.50406
0.413803  4.59808
0.416986  4.59097
0.420169  4.69209
0.423352  4.67879
0.426535  4.78937
0.429718  4.76754
0.432901  4.8917
0.436085  4.85725
0.439268  5.0036
0.442451  4.94794
0.445634  5.14197
0.448817  5.03964
0.452  5.67731
0.455183  5.13239
0.458366  5.16095
0.461549  5.2262
0.464732  5.25474
0.467916  5.32112
0.471099  5.34962
0.474282  5.41718
0.477465  5.44562
0.480648  5.51441
0.483831  5.54277
0.487014  5.61284
0.490197  5.64111
0.49338  5.71251
0.496563  5.74066
0.499747  5.81347
0.50293  5.84146
0.506113  5.91574
0.509296  5.94356
0.512479  6.01937
0.515662  6.04698
0.518845  6.1244
0.522028  6.15176
0.525211  6.23089
0.528394  6.25795
0.531578  6.33887
0.534761  6.36558
0.537944  6.4484
0.541127  6.4747
0.54431  6.55953
0.547493  6.58535
0.550676  6.67232
0.553859  6.69759
0.557042  6.78682
0.560225  6.81145
0.563408  6.90312
0.566592  6.92699
0.569775  7.02127
0.572958  7.04426
0.576141  7.14135
0.579324  7.16331
0.582507  7.26346
0.58569  7.28421
0.588873  7.38767
0.592056  7.407
0.595239  7.5141
0.598423  7.53176
0.601606  7.64288
0.604789  7.65854
0.607972  7.77413
0.611155  7.78741
0.614338  7.90805
0.617521  7.91845
0.620704  8.04483
0.623887  8.05173
0.62707  8.18476
0.630254  8.18732
0.633437  8.32822
0.63662  8.3253
0.639803  8.47573
0.642986  8.46577
0.646169  8.62816
0.649352  8.6088
0.652535  8.78694
0.655718  8.7545
0.658901  8.95498
0.662085  8.90296
0.665268  9.13933
0.668451  9.05429
0.671634  9.3657
0.674817  9.2086
0.678  10.0639
0.681183  9.36599
0.684366  9.41633
0.687549  9.52661
0.690732  9.57757
0.693916  9.69057
0.697099  9.74215
0.700282  9.85802
0.703465  9.91023
0.706648  10.0291
0.709831  10.0819
0.713014  10.204
0.716197  10.2574
0.71938  10.3828
0.722563  10.4369
0.725747  10.5657
0.72893  10.6205
0.732113  10.753
0.735296  10.8084
0.738479  10.9448
0.741662  11.0008
0.744845  11.1414
0.748028  11.1979
0.751211  11.3429
0.754394  11.4
0.757578  11.5497
0.760761  11.6074
0.763944  11.762
0.767127  11.8201
0.77031  11.98
0.773493  12.0387
0.776676  12.2043
0.779859  12.2632
0.783042  12.435
0.786225  12.4942
0.789409  12.6725
0.792592  12.732
0.795775  12.9174
0.798958  12.9769
0.802141  13.17
0.805324  13.2294
0.808507  13.4309
0.81169  13.49
0.814873  13.7007
0.818056  13.7591
0.82124  13.98
